"Номер заявки";document_set;subject_type;complect_name;complect_id;is_original;file_id;request_id;event_time;"result BizTalk";"result Lotus";"Ссылка на РК";"Завершена обработка"
130046114;BN_DKBO0130;BANK;"КОМПЛЕКТ. Заявление анкета клиента физического лица. БКС Банк (ЕВА)";72ecd107-df84-4a62-b0ad-5fb68267328f;1;8bc5ac5f-cbbd-4674-af4f-b358ad443cfe|2127a866-1f50-42cd-b214-2fd58ba270ff;"";"";"";"";"";""
130046114;BN_DKBO0132;BANK;"КОМПЛЕКТ. Заявление анкета клиента физического лица. БКС Банк (ЕВА)";79d8ce20-cc0b-48e9-8c6b-fde3676ffe86;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;EDO0042;EDO;"КОМПЛЕКТ. ЕВА. Новая услуга. ДО. Документы клиента ФЛ (с полной идентификацией),";711df0e4-1207-42d8-8031-7e3d97b75c83;1;a4c731be-2fcf-4dbb-b4b8-8bf048735cbb|6c38bc0b-5900-435e-bc44-5efff0e6620b|e77e3e2d-fb06-4062-b0bc-97e91a553d92;"";"";"";"";"";""
130046114;EDO0019;EDO;"КОМПЛЕКТ. ЕВА. Новая услуга. ДО. Документы клиента ФЛ (с полной идентификацией),";66bdb402-794c-4997-84a3-697fa1103097;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;BK1381;BROK;"КОМПЛЕКТ. ИДС. Брокер. Документы клиента ФЛ (Единая Анкета клиента)";14a68541-f7d8-4735-bdc7-8ab65ecdb046;1;02b602fd-d59d-4fcd-846f-fc00c1c5639a|4c27321a-2129-4328-910a-451dc430f645|8cd89330-a98a-4fc9-b545-27481818fce8;"";"";"";"";"";""
130046114;BK1444;BROK;"КОМПЛЕКТ. ИДС. Брокер. Документы клиента ФЛ (Единая Анкета клиента)";3630a30f-7e8e-4f53-8255-40b4b8ec9adf;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;PD0084;BANK;0;e3de2025-a9ad-4f9a-8bbc-21b78e5126bd;1;bd235628-9ad2-4e5d-b826-e60ac6bb19d0|64b49a21-8e6c-4749-890a-19e9478bbe93;"";"";"";"";"";""
130046114;PD0084;BROK;0;b38090fa-a4bf-4f3e-bbce-17f84fbdd21d;1;687260b8-926a-4526-9d6c-0b7c367c6851|bdc9dc39-4a97-4ee9-9048-9a140548c9e5;"";"";"";"";"";""
130046114;BN_DKBO0313;BANK;0;295deced-5254-4c11-851c-9acf0b580ef1;1;00bf175e-9f29-44bb-b41f-4c6a4a8c7e04;"";"";"";"";"";""
130046114;PD0085;BROK;0;97a88905-8227-4baa-9177-544571d30025;1;20a6058e-b784-4280-bd00-753a16d351b0;"";"";"";"";"";""
130046114;BN_DKBO0064;BANK;0;0e213e60-573a-41f9-85ad-430a716cc62e;1;166a6787-a2ab-430d-aaec-d6f800fdc929;"";"";"";"";"";""
130046114;"";"";"";46ac70c6-ede1-4484-a02d-6e1a835ab84d;"";356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
